distance_from_center_mm,angle_degrees,etch_gas_flow,spin_coat_rpm,litho_overlay_error_nm,yield_pass
59.75,0.38,51.01,2138,1.181,1
117.87,44.87,50.48,2200,3.388,0
146.25,59.46,46.48,1837,1.395,1
40.87,84.63,53.93,2204,2.372,1
58.01,345.02,49.43,1961,2.796,1
108.82,203.79,43.91,1718,1.136,1
44.67,285.94,47.55,1929,0.372,1
19.2,151.81,51.23,1967,0.126,1
129.25,290.87,44.66,2390,1.931,1
54.3,249.55,55.69,2014,1.658,1
107.31,30.18,52.56,1930,2.179,1
15.03,65.7,48.02,1896,2.678,1
122.24,64.39,52.86,1568,1.833,1
105.63,237.88,53.22,2106,2.036,1
94.91,113.6,45.25,2060,1.449,1
18.31,170.98,52.15,1865,1.995,1
25.03,6.25,48.49,1970,2.053,1
9.85,345.94,54.96,1937,2.057,1
22.14,49.55,58.52,2011,1.252,1
140.04,249.87,41.86,2040,2.698,1
69.11,63.69,48.55,1847,2.241,1
93.03,263.97,44.68,2122,0.0,1
60.06,293.78,47.76,2071,2.317,1
44.04,284.42,43.38,1896,3.876,1
45.81,21.67,49.93,2159,1.946,1
12.86,213.92,52.94,2081,2.402,1
67.79,77.05,48.3,2287,1.92,1
43.53,241.43,55.72,2027,1.053,1
59.07,58.8,57.96,1798,2.461,1
43.54,351.07,52.92,1944,1.527,1
137.41,351.98,52.64,2351,2.534,0
48.38,56.92,46.47,1648,2.016,1
68.39,281.51,52.79,1855,3.102,1
34.08,149.29,47.64,1899,2.657,1
77.86,118.66,53.1,1862,0.498,1
28.93,297.07,54.75,2350,2.356,1
102.63,308.36,54.22,2025,2.952,1
59.85,356.14,49.71,2056,1.592,1
8.42,198.55,54.71,1792,1.371,1
138.65,327.0,46.34,1886,2.034,0
43.36,29.44,60.8,2097,1.362,1
31.74,72.5,50.95,1974,1.622,0
67.77,103.43,48.94,1745,1.925,1
83.29,286.59,51.69,2152,1.459,1
64.8,77.09,45.88,2038,1.976,1
39.72,101.02,52.56,1850,1.781,1
52.95,159.52,48.99,2065,1.384,1
132.04,289.09,55.85,2210,1.328,1
80.0,286.51,53.67,1898,2.73,1
63.81,165.85,60.4,1977,2.775,1
80.39,348.84,46.52,2126,2.15,1
71.1,237.04,53.81,2186,1.371,1
39.15,272.25,52.79,2121,1.706,1
87.08,2.83,55.44,1979,1.082,1
114.53,17.23,56.03,2143,2.83,0
40.84,279.55,56.19,1997,1.232,1
33.62,256.73,47.08,1776,2.062,1
137.78,132.61,50.2,2118,2.673,1
67.51,355.61,45.23,1943,2.34,1
51.25,305.59,43.24,2071,3.057,1
136.39,214.07,51.02,2200,3.135,1
74.3,290.25,48.65,2267,1.925,1
135.01,189.89,40.42,1923,1.217,0
127.18,194.14,51.22,1990,3.7,0
43.66,265.21,52.04,1893,1.456,1
134.11,223.19,54.64,1692,3.322,0
111.87,132.31,45.57,2140,0.717,0
31.2,250.01,45.81,2243,2.522,1
53.07,91.81,53.19,1928,2.789,1
113.53,358.69,50.89,1947,1.018,1
71.94,9.86,45.15,1825,2.035,1
126.84,77.16,53.97,2162,2.905,0
124.75,313.12,50.45,2173,1.436,1
47.42,244.59,50.36,2056,1.973,1
48.54,205.92,58.32,2171,0.0,1
2.03,79.49,42.93,1866,1.383,1
49.71,96.88,49.88,2110,3.116,1
105.72,124.53,30.0,2024,2.799,1
32.13,81.3,45.65,2171,2.297,1
33.36,157.07,55.89,2312,2.519,1
98.45,218.96,53.69,2077,2.175,1
23.94,28.79,55.67,2263,2.12,1
134.89,225.76,43.91,1964,2.837,1
137.93,334.03,51.11,1867,1.892,0
71.98,142.25,51.66,2176,1.893,1
138.37,69.54,47.49,1749,0.07,0
115.03,177.56,45.94,1946,3.821,1
92.49,58.32,51.55,1987,2.397,1
148.37,272.1,46.16,1959,2.38,1
54.77,328.91,49.2,1613,2.518,1
66.12,149.32,55.82,2044,3.587,1
93.04,262.64,47.61,2012,2.475,1
50.96,150.05,55.6,2221,1.918,1
25.79,225.0,51.61,1630,1.834,1
65.79,99.56,46.56,2338,1.229,1
73.31,149.25,53.5,1853,3.152,1
50.17,222.62,52.93,1882,2.771,1
35.22,252.94,55.34,2264,1.486,1
116.62,89.92,46.71,2058,2.276,1
100.96,116.23,56.88,1761,1.027,1
112.55,260.99,46.06,2016,2.103,1
50.85,79.29,59.97,1980,2.809,1
118.21,237.32,39.05,1995,1.131,1
32.49,62.26,54.85,1840,0.592,1
19.94,246.28,40.32,1978,0.653,1
107.36,310.17,49.82,1737,2.366,1
7.54,212.49,48.56,1909,2.585,1
111.1,72.83,59.43,2138,2.643,1
133.7,142.01,45.44,1986,2.301,0
36.03,212.5,47.23,2059,3.668,1
138.27,88.98,50.53,1931,0.577,0
93.09,239.27,45.69,1793,2.706,1
11.55,194.79,54.57,2087,1.033,1
145.46,290.31,54.95,1836,1.39,1
124.6,205.7,52.72,1860,2.103,1
7.8,218.3,44.41,2175,2.574,1
104.43,111.9,43.13,2078,1.962,1
84.12,111.09,51.89,2025,2.828,0
49.72,282.71,53.38,2149,1.832,1
103.74,123.01,49.72,2028,1.881,1
26.42,353.64,45.95,1887,3.531,1
14.78,279.5,49.16,1940,2.471,1
116.42,17.28,52.35,1944,1.686,1
146.7,197.04,40.87,1795,0.0,0
123.05,109.4,44.39,1912,2.938,1
5.44,249.55,53.68,1902,2.273,1
106.04,109.34,52.53,2018,2.154,1
85.47,321.11,46.81,2213,1.512,1
49.53,0.92,42.55,2261,2.116,1
84.53,291.32,46.89,1812,2.172,1
8.85,312.62,53.92,1825,1.556,1
73.54,112.53,48.44,1852,1.44,1
97.39,337.12,52.93,1988,1.645,1
71.45,306.7,46.49,1890,2.439,1
143.31,113.96,51.79,1938,2.352,0
100.97,354.2,49.69,2163,1.977,1
59.94,127.7,49.55,2088,2.73,1
141.9,117.97,51.27,2046,2.665,0
91.69,345.06,44.64,2072,2.255,1
107.36,111.99,52.56,2082,1.78,1
93.43,95.29,46.73,1993,2.11,1
18.1,166.31,45.36,1960,0.733,1
59.1,290.4,49.38,2104,2.254,1
80.13,191.48,46.99,2108,2.673,1
139.75,70.1,54.55,2159,2.906,0
0.02,297.32,63.59,2004,0.773,1
102.36,239.66,56.87,2125,1.74,1
128.32,294.86,51.47,1951,2.249,1
30.95,255.9,47.07,1979,2.505,1
73.28,131.54,43.93,1996,1.028,1
47.7,199.39,44.76,2154,1.729,0
120.69,173.57,55.71,2155,2.323,1
22.43,180.23,44.22,1896,3.227,1
111.99,23.45,43.64,2118,0.645,1
119.71,79.89,50.1,2101,1.615,1
57.32,226.27,53.43,2102,2.647,1
45.66,355.06,51.42,1898,3.168,1
135.76,133.17,56.27,2021,2.116,1
56.94,98.58,48.54,1744,2.306,1
105.57,52.5,56.81,1839,3.304,1
15.97,301.69,40.96,1968,2.19,1
8.41,197.67,41.63,1723,3.406,1
48.33,48.7,46.61,2020,0.996,1
78.63,94.27,50.32,2035,0.661,1
62.99,2.23,52.93,1773,0.07,1
131.43,252.98,43.53,2077,0.675,1
39.24,206.08,43.8,2127,2.729,1
126.96,327.35,48.67,2153,2.597,1
74.96,185.18,52.88,2145,1.555,1
35.48,65.31,55.18,1950,0.786,0
140.34,336.09,54.16,2092,1.662,0
42.26,131.64,50.79,2201,1.803,1
130.74,38.66,51.48,1723,2.68,1
58.76,244.36,49.16,2137,2.222,1
143.11,357.63,50.22,2298,1.531,0
48.79,341.55,60.68,2116,2.105,1
124.58,10.23,43.12,1792,2.725,1
147.7,230.67,53.24,1981,1.533,1
57.92,100.21,35.7,1750,1.92,1
55.56,122.97,45.15,1824,2.323,1
31.26,230.24,54.28,1957,1.43,1
126.05,114.87,43.26,2109,1.211,0
36.12,125.98,44.47,1959,2.493,1
19.93,137.34,49.1,2090,1.439,1
98.74,333.39,49.81,1892,1.482,1
90.28,303.3,50.68,2061,2.224,1
72.04,227.89,48.16,2087,0.0,0
135.14,289.59,49.32,2006,2.428,0
26.09,287.3,51.68,1943,1.302,1
86.47,4.34,50.16,1998,1.67,1
0.81,53.04,48.68,1938,1.202,1
105.17,69.05,52.65,1853,2.116,1
97.3,254.55,51.39,2110,1.894,1
145.17,156.43,44.35,1942,1.063,0
53.88,285.3,49.39,1893,1.68,1
104.88,73.08,51.73,1792,2.786,1
101.18,209.59,60.05,2095,1.567,1
127.0,262.83,55.06,1884,2.579,1
116.05,230.01,47.09,1636,1.137,0
74.0,346.71,45.6,1789,1.588,1
105.81,211.46,53.32,2059,2.265,1
13.17,260.81,50.38,1838,3.031,1
141.22,345.62,49.95,2250,2.961,1
4.52,320.41,43.43,2140,2.031,1
76.59,22.56,48.4,1867,2.02,1
88.85,112.02,58.23,2121,1.286,1
55.48,308.5,51.5,2187,3.018,1
11.7,320.53,41.62,2160,2.777,1
65.74,85.23,48.03,1896,2.186,1
48.48,243.94,40.83,1991,1.809,1
136.65,40.91,47.39,2055,2.081,0
83.29,328.61,50.51,1973,1.767,1
143.77,328.88,40.77,2138,1.902,0
143.43,79.98,42.9,1655,1.697,1
103.93,199.03,54.96,1829,1.985,1
62.69,286.53,48.5,2053,0.919,1
70.1,315.51,46.46,1857,1.53,1
8.11,228.18,36.52,2066,1.0,1
64.97,241.75,44.56,2203,2.863,1
72.4,295.97,47.23,1858,2.279,1
4.94,342.34,51.57,1786,2.597,1
13.08,24.08,58.26,1899,1.419,1
117.66,323.05,51.86,1982,1.339,1
28.73,256.07,49.11,2033,2.716,1
34.23,139.83,56.5,2034,1.688,1
85.5,205.37,36.05,2059,2.064,1
95.29,330.62,54.08,2152,1.95,1
69.68,157.41,52.09,1816,2.911,1
55.26,185.4,49.82,1870,2.272,1
19.77,240.16,52.42,2053,2.178,1
76.38,270.78,58.96,2397,3.202,1
105.71,57.01,46.61,2010,1.323,1
16.52,137.6,50.64,1925,0.298,1
83.09,352.99,47.05,2009,2.559,1
126.39,284.57,50.23,1873,2.279,1
55.26,93.17,40.8,1967,2.855,1
86.01,184.94,53.39,2163,1.625,1
135.98,29.51,47.8,2163,2.148,1
121.58,42.01,45.63,2088,2.216,1
1.02,203.65,52.32,1907,1.412,1
71.77,218.34,49.39,2197,2.362,1
62.86,141.29,48.08,2148,1.332,1
111.32,184.25,52.53,1982,2.922,1
24.41,349.47,45.11,2062,0.784,1
120.44,161.54,45.05,2247,2.302,0
117.22,43.0,53.13,2311,2.513,1
46.92,218.53,52.97,2111,0.308,1
146.23,41.65,50.11,1817,1.723,1
94.5,358.29,49.01,2018,1.75,1
62.65,92.29,46.11,2062,2.066,1
148.03,93.52,58.9,1935,2.34,1
26.92,273.99,48.25,2178,2.814,1
53.29,320.27,39.04,2085,2.836,1
149.38,90.1,46.98,1783,2.24,1
117.76,316.01,49.46,2059,1.764,1
95.62,112.12,53.81,1789,1.96,1
9.6,143.14,38.88,1933,1.436,1
42.41,279.82,51.49,2155,3.569,1
115.35,119.45,57.09,2040,1.066,1
90.45,11.71,47.46,2048,0.458,1
19.06,91.84,48.16,1782,1.918,0
75.06,140.88,63.73,1896,2.586,1
144.32,195.49,53.7,1944,2.238,0
15.33,159.39,50.74,1769,2.007,1
88.24,335.58,42.74,1856,0.67,1
53.73,215.48,42.87,2275,0.659,1
119.75,263.07,56.64,2147,4.4,1
58.41,130.7,42.48,2042,1.212,1
29.59,244.8,58.12,2066,2.988,1
104.5,300.49,48.2,2009,2.817,1
23.29,77.52,56.46,2145,1.68,1
110.74,316.27,49.17,1896,1.548,1
115.61,119.75,45.99,2038,2.6,1
122.67,272.09,54.89,1573,2.553,1
102.45,341.95,52.11,2198,3.556,1
61.73,103.71,54.27,2140,2.532,1
77.55,89.63,60.99,2066,2.397,1
44.42,63.57,38.56,2024,1.636,1
88.74,295.57,50.56,1833,3.262,1
30.38,248.86,60.56,2079,2.895,0
95.42,42.88,47.72,2129,2.164,1
97.15,281.21,45.58,2022,2.823,1
93.39,253.01,53.23,2112,2.193,0
46.43,25.81,59.69,1918,0.846,1
143.73,263.23,50.32,2193,1.387,1
102.18,310.92,56.56,1954,2.489,1
94.18,247.82,46.21,1864,1.111,1
17.12,214.38,51.92,1953,1.741,1
16.7,159.73,57.9,2065,1.216,1
146.65,303.21,54.73,1897,2.298,0
3.34,251.62,58.73,2204,2.322,1
55.25,225.64,48.21,2288,2.207,1
127.45,148.81,49.69,1707,3.54,1
125.46,116.37,52.0,2396,0.736,1
129.58,260.73,52.71,1895,2.786,1
47.85,213.53,51.36,2123,1.351,1
40.38,299.02,45.05,2140,2.301,1
143.07,113.63,56.5,1806,1.831,0
79.6,295.86,54.75,2058,1.911,1
6.36,289.17,47.8,2243,2.249,1
59.25,190.36,38.77,1976,1.524,1
43.75,66.93,52.28,2012,1.398,1
148.82,287.8,53.85,1940,1.825,1
17.73,303.77,51.92,1940,3.257,1
15.38,257.43,51.44,1924,1.393,1
105.23,169.61,58.2,2169,2.544,1
34.25,233.12,44.04,2017,2.014,1
4.77,51.76,50.71,2135,1.862,1
90.39,139.63,47.27,1997,2.094,1
6.97,149.37,58.89,2108,1.804,1
74.19,170.84,58.61,1886,1.919,1
59.72,29.78,50.39,2072,2.276,1
109.9,14.72,49.94,1994,1.813,1
11.2,156.2,43.03,2188,0.147,1
39.89,213.39,48.77,2130,2.969,1
79.64,145.81,53.93,1986,0.616,1
133.91,245.44,52.09,2095,2.598,1
65.32,220.6,51.87,2045,2.499,1
72.57,12.32,48.8,2176,1.286,1
145.18,113.11,52.02,1900,1.483,1
28.89,225.65,48.29,1849,2.247,1
61.97,275.26,47.1,2056,1.964,1
113.1,255.64,52.61,2011,4.812,1
110.7,107.81,47.28,1925,2.216,1
103.75,147.55,52.38,1833,1.766,1
72.76,47.13,50.53,2124,1.222,1
22.79,81.81,50.39,2090,1.416,1
125.92,104.93,48.73,1959,1.467,1
133.49,232.9,50.62,2068,0.791,0
115.49,57.05,56.31,1867,0.383,1
146.05,2.77,52.82,2003,3.57,1
120.74,113.5,52.29,1921,2.165,1
58.0,147.49,50.57,2070,2.376,0
54.22,330.76,53.75,1984,3.076,1
89.87,18.23,41.21,1908,2.526,1
113.07,25.31,49.24,2127,3.607,1
29.62,75.24,41.18,2039,1.588,1
15.8,38.5,49.43,2100,1.227,1
135.96,294.55,51.51,2251,3.814,1
52.51,246.63,57.8,2165,2.026,1
121.55,211.25,50.5,2056,1.815,1
4.01,283.2,55.91,2090,1.4,1
76.39,324.68,43.69,1948,0.0,1
125.32,135.46,53.17,1979,1.726,1
61.68,11.21,55.5,2149,1.773,1
88.1,270.44,38.18,2096,3.932,0
98.84,331.63,54.74,1847,0.857,1
15.54,230.34,55.25,2199,1.659,0
3.83,135.72,56.87,1802,1.864,1
7.72,290.08,49.44,2169,1.396,1
76.24,285.79,48.77,2029,2.871,1
9.68,243.84,49.82,1945,1.688,1
35.82,320.26,49.16,2094,1.197,1
41.76,159.86,50.21,1789,3.417,1
114.92,222.43,42.33,1790,1.056,1
149.53,358.26,51.28,1993,2.309,1
52.84,23.74,42.19,1852,1.833,1
140.07,223.44,50.94,2194,3.154,0
41.59,128.64,42.78,2113,2.381,1
48.46,168.78,53.29,2248,0.237,1
59.13,146.82,46.26,2081,2.332,1
31.21,164.77,47.3,2229,0.732,1
93.75,57.42,51.53,1995,1.973,1
42.9,113.36,50.27,1961,2.708,1
3.27,38.14,50.69,1956,2.24,1
75.41,203.81,48.33,2082,1.082,1
111.46,83.29,48.01,2206,2.758,1
18.18,21.36,54.55,2215,2.323,1
126.88,118.29,48.48,2083,0.677,1
66.91,142.03,46.59,1827,1.392,1
139.17,147.07,52.32,2012,2.982,0
17.26,103.87,52.46,1927,2.86,0
126.53,115.04,41.16,2021,1.426,1
142.58,315.18,38.6,2256,0.575,1
27.9,31.29,53.04,2081,2.298,1
98.45,157.85,46.43,1987,2.531,1
26.06,128.77,48.27,1894,0.797,1
107.5,90.18,51.26,2183,1.915,1
112.33,134.06,52.8,1895,2.17,1
6.84,64.85,47.9,2051,2.337,1
108.65,89.98,59.51,2064,1.436,1
49.69,115.29,53.92,1762,2.182,1
124.5,286.58,52.25,1950,2.558,1
43.59,248.56,40.97,1991,2.071,1
30.93,78.58,50.58,2055,0.743,1
39.59,340.14,48.52,1870,1.517,1
53.27,217.91,52.04,1851,1.156,1
112.18,182.3,54.84,2101,1.868,1
72.62,39.59,48.32,2154,1.396,1
11.09,296.02,51.59,2004,2.464,1
142.92,345.34,41.22,1849,2.015,1
15.54,317.43,47.94,1954,1.139,1
112.1,282.78,55.23,2090,2.243,1
54.21,115.69,51.63,2089,2.156,1
68.53,19.64,50.46,1914,1.849,1
147.27,141.23,45.85,2105,0.0,0
67.99,194.27,43.87,2105,1.471,0
68.98,87.62,54.95,2246,0.745,1
91.42,185.42,49.16,2127,3.049,0
7.45,213.02,56.32,1723,1.178,1
131.51,89.8,40.49,1830,0.849,0
96.46,89.02,48.22,2072,1.089,1
7.45,6.68,50.43,1685,4.129,1
140.35,14.67,54.5,1862,1.192,1
13.66,168.4,51.13,2057,2.73,1
81.17,9.31,54.58,2171,1.988,1
86.01,198.94,53.0,1672,1.3,1
47.23,121.7,42.92,2187,1.463,1
137.35,188.41,49.88,1932,2.69,1
6.47,323.65,34.52,2080,2.54,1
93.69,127.89,51.86,1916,2.877,1
20.77,117.01,49.17,1973,1.59,1
127.84,343.77,49.22,2133,1.473,0
139.37,255.98,42.2,2094,2.949,1
105.25,332.09,46.01,2159,0.086,1
60.5,293.36,46.03,2158,0.721,1
56.12,26.84,50.38,1861,1.251,1
104.94,219.04,38.32,2080,3.089,1
81.17,235.67,49.98,2175,2.03,1
69.99,194.69,48.46,1825,0.597,1
23.16,352.12,44.16,1794,2.558,1
147.93,136.79,54.96,1999,3.25,1
117.33,359.29,53.16,1971,2.027,1
87.31,184.08,50.71,1940,3.492,1
101.07,233.47,51.72,1922,1.709,0
82.0,303.57,48.15,2113,2.038,1
139.09,343.98,45.26,2049,1.586,0
92.17,276.25,49.38,2113,2.66,0
41.63,196.97,53.46,1526,3.536,1
78.17,184.08,44.35,1724,2.599,1
15.67,346.93,58.02,2037,2.053,1
95.75,340.26,47.96,2119,0.655,1
107.9,321.49,49.69,1909,1.876,1
10.32,137.03,49.86,1906,0.49,1
86.1,300.39,63.38,2189,2.583,1
123.63,184.61,52.3,1862,2.531,1
16.88,198.75,54.13,1955,2.289,1
18.62,144.26,48.87,2310,0.478,1
108.18,73.2,58.83,2044,1.689,1
92.64,340.16,53.27,1749,2.253,1
51.0,19.56,51.21,1821,2.456,1
49.01,269.6,45.8,2103,0.82,1
66.46,78.09,50.73,2025,2.243,1
148.94,340.5,52.53,2348,2.809,0
110.92,301.52,58.01,2291,2.297,1
48.99,229.28,43.88,2139,2.925,1
21.05,116.01,45.04,2206,2.407,1
95.03,206.15,52.31,1794,2.948,1
8.22,215.65,49.92,2319,2.568,1
28.72,65.97,48.9,1718,3.513,1
50.54,46.96,47.81,1887,1.233,1
146.0,258.41,46.52,1841,2.144,0
135.72,259.89,54.22,1928,0.646,1
19.93,244.95,47.24,1998,1.211,1
48.16,193.06,53.02,1978,2.333,1
78.62,55.82,55.32,2067,2.275,1
30.05,247.85,48.37,1855,2.69,1
9.71,265.95,49.46,1915,2.445,1
132.94,230.12,54.07,1813,2.059,1
63.41,25.19,43.72,2061,2.957,1
50.98,177.02,49.11,2059,1.824,1
110.63,290.51,50.79,1937,2.171,1
100.95,96.31,43.75,2074,1.818,1
140.87,227.92,46.21,1940,2.54,0
129.29,349.15,46.12,2114,2.319,1
104.65,219.8,44.54,2117,1.825,1
69.77,134.0,51.8,2133,1.777,1
62.74,212.34,51.39,1738,2.526,1
70.82,165.93,46.61,1879,1.502,1
40.19,285.89,56.9,2014,2.176,1
72.52,231.45,49.82,2095,2.091,1
141.47,274.23,40.49,2009,1.579,0
14.53,266.77,46.81,2174,4.426,1
138.14,341.34,43.66,1863,2.274,1
84.32,27.85,49.91,2077,1.632,1
128.93,165.64,46.97,1946,2.212,1
66.94,155.12,54.06,1922,1.888,1
92.34,75.23,59.56,1939,1.873,1
82.63,66.62,45.95,1825,2.059,1
144.65,134.06,45.95,1964,0.961,1
69.07,254.62,38.16,1877,0.711,1
38.6,228.11,44.05,1857,2.044,1
58.12,63.66,57.11,1867,0.465,1
81.23,284.64,53.05,1946,1.417,1
14.17,159.33,46.51,2000,2.484,1
6.28,228.46,59.1,1915,2.274,1
118.3,313.79,51.77,1945,3.096,1
140.37,79.96,46.65,1842,2.094,1
118.09,23.95,48.26,1942,1.992,1
25.4,184.1,46.32,1874,0.845,1
95.22,110.99,49.28,2058,2.19,1
147.66,288.94,46.43,1852,1.757,0
26.68,79.0,57.53,1994,2.713,0
99.68,251.31,44.19,1749,2.404,1
43.77,271.24,46.12,1766,1.322,1
57.7,128.66,45.61,1882,0.607,1
118.31,31.08,55.71,2006,1.3,1
98.26,98.11,52.37,2042,0.0,1
132.06,285.83,34.78,1922,2.597,1
106.58,49.63,54.71,2135,2.993,1
75.54,166.54,52.23,1948,3.081,1
4.46,275.43,53.13,2047,1.964,1
12.3,279.18,51.45,1915,3.395,1
43.52,63.16,51.15,1969,2.158,1
139.64,5.62,57.01,2009,1.361,0
81.23,90.26,47.71,2150,1.138,1
104.79,209.11,46.36,2091,1.052,1
71.4,94.03,47.77,2110,0.675,1
87.97,276.08,51.32,2234,0.605,1
100.46,272.69,42.78,1943,0.906,1
147.21,167.68,48.08,2067,1.749,0
3.81,222.51,55.02,2061,2.125,1
140.66,81.86,46.85,1859,2.061,0
45.03,199.5,55.08,2220,1.759,1
50.59,59.58,46.49,1870,0.937,1
12.4,245.66,45.51,2296,1.784,0
97.36,235.87,46.19,2074,2.634,1
137.82,137.82,48.14,2259,3.259,1
69.83,253.56,43.61,1898,2.501,1
100.75,313.64,51.76,2234,2.121,0
10.1,257.46,45.68,2127,2.401,1
8.93,308.81,52.38,1929,2.228,0
58.66,298.76,43.49,2175,1.707,0
19.96,95.58,50.1,2080,2.179,1
120.26,122.17,43.8,1897,3.222,1
57.34,196.53,54.04,1847,1.16,1
68.97,214.76,42.48,1954,1.659,1
63.15,192.84,49.33,1999,2.65,1
78.5,222.86,47.24,1881,2.265,1
94.67,62.31,37.68,2043,2.179,1
75.04,269.03,42.82,1976,2.07,1
135.04,40.44,48.02,2095,0.694,1
38.86,328.73,44.89,1978,2.08,1
35.47,104.13,43.47,1967,2.253,1
142.03,78.56,54.74,2115,3.395,0
34.35,223.44,44.41,1962,1.218,1
55.4,182.93,63.92,2027,2.65,0
40.24,71.07,41.71,2011,2.825,1
27.89,22.75,53.2,1795,1.982,1
141.6,210.1,45.23,2235,2.787,1
45.54,67.14,49.53,2312,2.524,1
38.9,320.11,46.46,2071,2.664,1
17.33,167.17,45.91,2089,1.41,1
36.82,127.91,46.09,2055,2.871,1
133.17,224.06,56.19,2021,1.848,1
56.09,9.41,45.25,2181,2.126,1
137.66,209.81,49.54,1764,1.981,1
26.98,121.92,45.03,2013,0.86,1
34.3,125.96,55.87,2170,1.887,1
74.62,33.49,58.11,2035,0.639,0
15.12,228.93,51.84,2133,3.062,1
90.17,23.0,53.95,2240,1.658,1
91.11,305.04,53.27,1824,2.148,1
149.84,307.11,59.83,1773,0.779,1
4.78,295.74,48.72,1903,3.052,1
71.54,17.9,57.77,1901,1.774,1
41.42,291.64,45.48,2075,3.285,1
86.32,342.06,48.44,1695,1.094,1
92.33,97.44,37.95,2035,0.967,1
87.78,91.25,52.42,1908,3.572,1
17.9,334.28,58.74,1882,0.596,1
5.58,351.39,59.63,2073,0.662,1
93.54,65.06,48.72,1768,1.204,0
16.65,140.8,53.59,2152,1.51,1
119.89,96.11,44.4,2101,2.472,1
68.58,186.26,45.85,2137,0.904,1
78.03,83.56,57.09,1983,3.258,1
52.67,193.62,50.82,2092,1.976,1
13.02,151.63,50.75,1922,1.583,1
116.57,306.04,45.0,2139,2.712,0
115.05,322.52,50.47,2177,2.173,1
60.58,187.03,46.53,1954,1.62,1
136.59,185.38,53.68,2027,2.133,1
147.66,23.16,59.02,2052,2.272,0
8.83,339.38,52.23,1887,2.461,1
132.02,320.49,47.76,2202,3.396,1
59.91,52.97,53.81,1997,2.022,1
145.02,266.22,52.76,2055,1.975,0
109.6,2.0,46.74,2054,0.751,1
71.17,37.77,51.09,1925,3.037,1
64.14,69.27,43.91,2097,0.672,1
49.03,19.28,54.92,2301,1.676,1
63.99,65.2,54.81,2006,3.854,1
141.5,263.56,48.84,1785,2.368,1
109.87,273.61,53.15,2010,1.132,1
24.62,173.23,48.09,1894,1.524,1
10.8,1.45,51.68,1875,2.5,1
55.27,316.59,56.84,2011,0.516,1
122.97,233.51,44.67,1967,1.791,1
118.38,76.25,46.24,1877,1.863,0
52.7,103.96,51.81,2150,1.64,1
44.96,46.13,55.06,1997,1.986,1
116.68,147.99,50.24,2229,1.943,1
43.32,354.8,49.48,2239,0.81,1
80.12,59.67,48.53,2209,0.051,1
32.12,331.97,54.58,1843,2.015,1
126.73,64.93,50.1,1998,1.818,1
88.7,241.05,43.87,2128,2.215,1
53.57,223.95,53.9,1911,2.363,1
13.97,121.25,52.26,2017,0.812,1
128.66,155.83,54.82,1936,2.282,1
107.29,274.96,50.83,1729,2.683,1
132.02,161.23,49.38,1942,3.119,1
0.78,132.65,48.75,1861,3.231,1
24.08,72.64,57.33,1949,0.782,1
139.74,65.77,50.78,1863,1.299,0
89.47,257.05,50.75,1802,1.064,1
59.11,57.68,54.23,1829,3.566,1
35.76,149.63,50.64,2058,1.327,1
90.15,214.24,54.05,2201,2.195,1
123.41,175.38,44.78,1950,1.78,1
19.17,197.19,55.4,2122,2.487,1
6.43,311.75,62.0,2171,1.736,1
24.55,347.58,52.12,1947,2.427,1
78.37,29.17,49.54,2002,2.061,1
100.87,83.54,46.1,1945,1.547,1
57.26,78.43,53.03,2247,2.015,1
96.79,261.9,39.92,1849,2.972,1
17.04,231.05,48.16,1730,2.515,1
10.96,173.51,52.14,1883,2.659,1
42.99,276.21,56.15,1982,3.42,1
108.44,153.5,51.53,1931,2.792,1
54.8,175.53,54.98,1811,2.059,1
100.02,223.39,48.33,2134,2.846,1
87.76,99.56,52.45,2097,1.772,1
25.21,42.47,54.17,1980,1.76,1
86.0,186.74,49.2,1722,1.436,1
9.87,19.21,53.41,1940,1.803,1
68.24,331.99,56.54,2337,2.148,1
90.04,283.71,51.63,2003,2.463,1
26.57,326.24,52.84,2180,1.918,1
124.27,309.12,47.01,1912,0.995,1
90.26,262.19,55.41,2070,3.143,1
5.67,214.31,52.27,1837,3.234,0
5.37,138.3,53.4,2250,1.501,1
28.35,28.42,49.21,1994,2.676,1
59.19,203.29,54.72,2087,2.225,1
54.02,241.82,44.57,2023,3.306,1
53.16,43.23,57.39,1881,1.742,1
1.44,311.37,46.0,2333,2.14,1
99.14,226.52,53.21,2299,2.282,1
95.72,312.03,53.07,1939,2.042,1
109.25,331.81,51.34,1749,2.414,1
23.22,15.65,48.34,1985,2.025,1
115.28,282.77,57.57,1835,3.203,1
59.09,126.72,48.51,2027,1.325,1
39.46,253.46,48.63,2087,2.481,1
121.26,78.37,49.11,2083,1.503,1
24.34,312.29,53.51,1933,1.281,1
65.29,262.56,49.43,1973,0.943,1
2.55,7.02,51.04,2049,0.86,1
93.36,299.19,56.27,1939,1.532,1
1.75,228.56,48.82,2223,1.939,1
29.7,73.57,47.51,2207,1.37,1
97.29,335.5,46.84,2002,3.073,1
122.78,14.14,51.77,2061,1.556,1
128.26,207.03,59.22,1992,2.359,1
33.68,155.38,53.74,2027,2.775,1
67.12,222.95,54.13,1874,1.263,1
15.55,285.69,50.23,1891,2.027,1
104.9,159.63,59.43,1612,0.545,1
21.64,248.67,45.43,1959,3.944,1
127.89,44.87,50.66,1812,2.918,1
138.89,36.31,54.58,2197,1.717,0
